Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Mail History List,,,2019-04-05 12:04:45,2019-04-05 12:04:51,6.000s,FAILED
,,,,,,
Test Cases/API Test/Mail History List/Fail Without Auth,,,2019-04-05 12:04:46,2019-04-05 12:04:50,4.257s,PASSED
"request = findTestObject(""Object Repository/Mail/Mail History List"")",,,2019-04-05 12:04:46,2019-04-05 12:04:46,0.043s,PASSED
response = sendRequest(request),,,2019-04-05 12:04:46,2019-04-05 12:04:50,3.539s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 12:04:50,2019-04-05 12:04:50,0.018s,PASSED
,,,,,,
Test Cases/API Test/Mail History List/Succeed with Auth,,,2019-04-05 12:04:50,2019-04-05 12:04:51,1.196s,FAILED
"request = findTestObject(""Object Repository/Mail/Mail History List"")",,,2019-04-05 12:04:50,2019-04-05 12:04:50,0.014s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 12:04:50,2019-04-05 12:04:51,0.157s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-05 12:04:51,2019-04-05 12:04:51,0.014s,PASSED
response = sendRequest(request),,,2019-04-05 12:04:51,2019-04-05 12:04:51,0.589s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 12:04:51,2019-04-05 12:04:51,0.022s,FAILED
