Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Get User List,,,2019-04-05 12:47:46,2019-04-05 12:48:03,17.391s,FAILED
,,,,,,
Test Cases/API Test/Get User List/Fail Without Auth,,,2019-04-05 12:47:48,2019-04-05 12:48:00,12.881s,PASSED
"request = findTestObject(""Object Repository/User Admin/Get User List By Organization"")",,,2019-04-05 12:47:50,2019-04-05 12:47:51,0.070s,PASSED
response = sendRequest(request),,,2019-04-05 12:47:51,2019-04-05 12:48:00,9.793s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 12:48:00,2019-04-05 12:48:00,0.027s,PASSED
,,,,,,
Test Cases/API Test/Get User List/Succeed With Auth,,,2019-04-05 12:48:01,2019-04-05 12:48:03,2.723s,FAILED
"request = findTestObject(""Object Repository/Org Admin/Add Organization"")",,,2019-04-05 12:48:01,2019-04-05 12:48:01,0.026s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 12:48:01,2019-04-05 12:48:02,0.316s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-05 12:48:02,2019-04-05 12:48:02,0.031s,PASSED
response = sendRequest(request),,,2019-04-05 12:48:02,2019-04-05 12:48:02,0.806s,PASSED
println(Authorization),,,2019-04-05 12:48:02,2019-04-05 12:48:02,0.006s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 12:48:02,2019-04-05 12:48:03,0.841s,FAILED
