Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Get User List,,,2019-04-04 18:24:46,2019-04-04 18:24:53,6.352s,FAILED
,,,,,,
Test Cases/API Test/Get User List/Fail Without Auth,,,2019-04-04 18:24:47,2019-04-04 18:24:52,4.599s,PASSED
"request = findTestObject(""Object Repository/User Admin/Get User List By Organization"")",,,2019-04-04 18:24:48,2019-04-04 18:24:48,0.044s,PASSED
response = sendRequest(request),,,2019-04-04 18:24:48,2019-04-04 18:24:51,3.942s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-04 18:24:51,2019-04-04 18:24:52,0.018s,PASSED
,,,,,,
Test Cases/API Test/Get User List/Succeed With Auth,,,2019-04-04 18:24:52,2019-04-04 18:24:53,1.131s,FAILED
"request = findTestObject(""Object Repository/Org Admin/Add Organization"")",,,2019-04-04 18:24:52,2019-04-04 18:24:52,0.021s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-04 18:24:52,2019-04-04 18:24:52,0.138s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-04 18:24:52,2019-04-04 18:24:52,0.015s,PASSED
response = sendRequest(request),,,2019-04-04 18:24:52,2019-04-04 18:24:53,0.588s,PASSED
println(Authorization),,,2019-04-04 18:24:53,2019-04-04 18:24:53,0.004s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-04 18:24:53,2019-04-04 18:24:53,0.019s,FAILED
