Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Mailing Instructions,,,2019-04-05 14:07:16,2019-04-05 14:07:22,5.581s,FAILED
,,,,,,
Test Cases/API Test/Mailing Instructions/Fail Without Auth,,,2019-04-05 14:07:17,2019-04-05 14:07:21,3.914s,PASSED
"request = findTestObject(""Object Repository/Mail/Mailing Instruction"")",,,2019-04-05 14:07:18,2019-04-05 14:07:18,0.096s,PASSED
response = sendRequest(request),,,2019-04-05 14:07:18,2019-04-05 14:07:21,3.153s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 14:07:21,2019-04-05 14:07:21,0.034s,PASSED
,,,,,,
Test Cases/API Test/Mailing Instructions/Succeed With Auth,,,2019-04-05 14:07:21,2019-04-05 14:07:22,1.123s,FAILED
"request = findTestObject(""Object Repository/Mail/Mailing Instruction"")",,,2019-04-05 14:07:21,2019-04-05 14:07:21,0.006s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 14:07:21,2019-04-05 14:07:21,0.074s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-05 14:07:21,2019-04-05 14:07:21,0.020s,PASSED
response = sendRequest(request),,,2019-04-05 14:07:21,2019-04-05 14:07:22,0.600s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 14:07:22,2019-04-05 14:07:22,0.028s,FAILED
