Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Get Organization Details,,,2019-04-05 12:00:36,2019-04-05 12:00:42,6.808s,FAILED
,,,,,,
Test Cases/API Test/Get Organization Details/Fail Without Auth,,,2019-04-05 12:00:36,2019-04-05 12:00:41,4.850s,PASSED
"request = findTestObject(""Org Admin/Get Organization Detail By ID"")",,,2019-04-05 12:00:37,2019-04-05 12:00:37,0.062s,PASSED
response = sendRequest(request),,,2019-04-05 12:00:37,2019-04-05 12:00:41,4.035s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 12:00:41,2019-04-05 12:00:41,0.019s,PASSED
,,,,,,
Test Cases/API Test/Get Organization Details/Succeed with Auth,,,2019-04-05 12:00:41,2019-04-05 12:00:42,1.146s,FAILED
"request = findTestObject(""Org Admin/Get Organization Detail By ID"")",,,2019-04-05 12:00:42,2019-04-05 12:00:42,0.006s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 12:00:42,2019-04-05 12:00:42,0.143s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-05 12:00:42,2019-04-05 12:00:42,0.012s,PASSED
response = sendRequest(request),,,2019-04-05 12:00:42,2019-04-05 12:00:42,0.592s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 12:00:42,2019-04-05 12:00:42,0.026s,FAILED
