Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Mail History List,,,2019-04-05 14:11:04,2019-04-05 14:11:11,6.954s,FAILED
,,,,,,
Test Cases/API Test/Mail History List/Fail Without Auth,,,2019-04-05 14:11:05,2019-04-05 14:11:10,4.992s,PASSED
"request = findTestObject(""Object Repository/Mail/Mail History List"")",,,2019-04-05 14:11:05,2019-04-05 14:11:05,0.060s,PASSED
response = sendRequest(request),,,2019-04-05 14:11:05,2019-04-05 14:11:10,4.121s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 14:11:10,2019-04-05 14:11:10,0.019s,PASSED
,,,,,,
Test Cases/API Test/Mail History List/Succeed with Auth,,,2019-04-05 14:11:10,2019-04-05 14:11:11,1.321s,FAILED
"request = findTestObject(""Object Repository/Mail/Mail History List"")",,,2019-04-05 14:11:10,2019-04-05 14:11:10,0.010s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 14:11:10,2019-04-05 14:11:10,0.153s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-05 14:11:10,2019-04-05 14:11:10,0.023s,PASSED
response = sendRequest(request),,,2019-04-05 14:11:10,2019-04-05 14:11:11,0.607s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 14:11:11,2019-04-05 14:11:11,0.031s,FAILED
