Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Get Organization List,,,2019-04-04 18:23:18,2019-04-04 18:23:26,8.179s,PASSED
,,,,,,
Test Cases/API Test/Get Organization List/Succeed With Auth,,,2019-04-04 18:23:19,2019-04-04 18:23:25,6.359s,PASSED
"signInRequest = findTestObject(""Object Repository/Auth/Sign In"")",,,2019-04-04 18:23:19,2019-04-04 18:23:19,0.071s,PASSED
signInResponse = sendRequest(signInRequest),,,2019-04-04 18:23:19,2019-04-04 18:23:24,4.189s,PASSED
"request = findTestObject(""Object Repository/Org Admin/Get Organization List"")",,,2019-04-04 18:23:24,2019-04-04 18:23:24,0.010s,PASSED
jsonSlurper = new groovy.json.JsonSlurper(),,,2019-04-04 18:23:24,2019-04-04 18:23:24,0.015s,PASSED
signInResponseBody = jsonSlurper.parseText(signInResponse.getResponseBodyContent()),,,2019-04-04 18:23:24,2019-04-04 18:23:24,0.066s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + signInResponseBody.data.token))",,,2019-04-04 18:23:24,2019-04-04 18:23:24,0.028s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-04 18:23:24,2019-04-04 18:23:24,0.028s,PASSED
"Authorization = ""Bearer "" + token",,,2019-04-04 18:23:24,2019-04-04 18:23:24,0.179s,PASSED
response = sendRequest(request),,,2019-04-04 18:23:24,2019-04-04 18:23:25,0.979s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-04 18:23:25,2019-04-04 18:23:25,0.017s,PASSED
"verifyElementPropertyValue(response, ""isSuccess"", true)",,,2019-04-04 18:23:25,2019-04-04 18:23:25,0.139s,PASSED
,,,,,,
Test Cases/API Test/Get Organization List/Fail Without Auth,,,2019-04-04 18:23:25,2019-04-04 18:23:26,1.132s,PASSED
"request = findTestObject(""Object Repository/Org Admin/Get Organization List"")",,,2019-04-04 18:23:26,2019-04-04 18:23:26,0.027s,PASSED
response = sendRequest(request),,,2019-04-04 18:23:26,2019-04-04 18:23:26,0.651s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-04 18:23:26,2019-04-04 18:23:26,0.004s,PASSED
