Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Get Organization Details,,,2019-04-05 12:04:15,2019-04-05 12:04:23,7.073s,FAILED
,,,,,,
Test Cases/API Test/Get Organization Details/Fail Without Auth,,,2019-04-05 12:04:16,2019-04-05 12:04:21,5.115s,PASSED
"request = findTestObject(""Org Admin/Get Organization Detail By ID"")",,,2019-04-05 12:04:17,2019-04-05 12:04:17,0.062s,PASSED
response = sendRequest(request),,,2019-04-05 12:04:17,2019-04-05 12:04:21,3.925s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 12:04:21,2019-04-05 12:04:21,0.023s,PASSED
,,,,,,
Test Cases/API Test/Get Organization Details/Succeed with Auth,,,2019-04-05 12:04:21,2019-04-05 12:04:22,1.204s,FAILED
"request = findTestObject(""Org Admin/Get Organization Detail By ID"")",,,2019-04-05 12:04:22,2019-04-05 12:04:22,0.009s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 12:04:22,2019-04-05 12:04:22,0.140s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-05 12:04:22,2019-04-05 12:04:22,0.018s,PASSED
response = sendRequest(request),,,2019-04-05 12:04:22,2019-04-05 12:04:22,0.592s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 12:04:22,2019-04-05 12:04:22,0.027s,FAILED
