Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Mail History List,,,2019-04-05 16:36:38,2019-04-05 16:36:44,5.651s,FAILED
,,,,,,
Test Cases/API Test/Mail History List/Fail Without Auth,,,2019-04-05 16:36:38,2019-04-05 16:36:42,3.876s,PASSED
"request = findTestObject(""Object Repository/Mail/Mail History List"")",,,2019-04-05 16:36:39,2019-04-05 16:36:39,0.087s,PASSED
response = sendRequest(request),,,2019-04-05 16:36:39,2019-04-05 16:36:42,3.199s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 16:36:42,2019-04-05 16:36:42,0.019s,PASSED
,,,,,,
Test Cases/API Test/Mail History List/Succeed with Auth,,,2019-04-05 16:36:42,2019-04-05 16:36:43,1.104s,FAILED
"request = findTestObject(""Object Repository/Mail/Mail History List"")",,,2019-04-05 16:36:43,2019-04-05 16:36:43,0.006s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 16:36:43,2019-04-05 16:36:43,0.115s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-05 16:36:43,2019-04-05 16:36:43,0.010s,PASSED
response = sendRequest(request),,,2019-04-05 16:36:43,2019-04-05 16:36:43,0.582s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 16:36:43,2019-04-05 16:36:43,0.033s,FAILED
