Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Get Temporary Password,,,2019-04-04 18:01:01,2019-04-04 18:01:11,9.630s,FAILED
,,,,,,
Test Cases/API Test/Get Temporary Password/Fail Without Auth,,,2019-04-04 18:01:02,2019-04-04 18:01:09,7.686s,PASSED
"request = findTestObject(""Object Repository/User Admin/Get Temporary Password"")",,,2019-04-04 18:01:02,2019-04-04 18:01:02,0.045s,PASSED
response = sendRequest(request),,,2019-04-04 18:01:02,2019-04-04 18:01:09,6.844s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-04 18:01:09,2019-04-04 18:01:09,0.022s,PASSED
,,,,,,
Test Cases/API Test/Get Temporary Password/Succeed With Auth,,,2019-04-04 18:01:09,2019-04-04 18:01:10,1.228s,FAILED
"request = findTestObject(""Object Repository/User Admin/Get Temporary Password"")",,,2019-04-04 18:01:10,2019-04-04 18:01:10,0.009s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-04 18:01:10,2019-04-04 18:01:10,0.134s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-04 18:01:10,2019-04-04 18:01:10,0.015s,PASSED
response = sendRequest(request),,,2019-04-04 18:01:10,2019-04-04 18:01:10,0.618s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-04 18:01:10,2019-04-04 18:01:10,0.033s,FAILED
