Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Mail History List,,,2019-04-05 12:01:05,2019-04-05 12:01:11,5.834s,FAILED
,,,,,,
Test Cases/API Test/Mail History List/Fail Without Auth,,,2019-04-05 12:01:05,2019-04-05 12:01:09,4.233s,PASSED
"request = findTestObject(""Object Repository/Mail/Mail History List"")",,,2019-04-05 12:01:06,2019-04-05 12:01:06,0.040s,PASSED
response = sendRequest(request),,,2019-04-05 12:01:06,2019-04-05 12:01:09,3.525s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 12:01:09,2019-04-05 12:01:09,0.017s,PASSED
,,,,,,
Test Cases/API Test/Mail History List/Succeed with Auth,,,2019-04-05 12:01:09,2019-04-05 12:01:10,1.103s,FAILED
"request = findTestObject(""Object Repository/Mail/Mail History List"")",,,2019-04-05 12:01:10,2019-04-05 12:01:10,0.007s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 12:01:10,2019-04-05 12:01:10,0.118s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-05 12:01:10,2019-04-05 12:01:10,0.011s,PASSED
response = sendRequest(request),,,2019-04-05 12:01:10,2019-04-05 12:01:10,0.572s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 12:01:10,2019-04-05 12:01:10,0.022s,FAILED
