Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Get Temporary Password,,,2019-04-05 14:06:02,2019-04-05 14:06:12,10.371s,FAILED
,,,,,,
Test Cases/API Test/Get Temporary Password/Fail Without Auth,,,2019-04-05 14:06:03,2019-04-05 14:06:10,7.094s,PASSED
"request = findTestObject(""Object Repository/User Admin/Get Temporary Password"")",,,2019-04-05 14:06:05,2019-04-05 14:06:06,0.163s,PASSED
response = sendRequest(request),,,2019-04-05 14:06:06,2019-04-05 14:06:10,4.498s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 14:06:10,2019-04-05 14:06:10,0.070s,PASSED
,,,,,,
Test Cases/API Test/Get Temporary Password/Succeed With Auth,,,2019-04-05 14:06:10,2019-04-05 14:06:12,1.951s,FAILED
"request = findTestObject(""Object Repository/User Admin/Get Temporary Password"")",,,2019-04-05 14:06:11,2019-04-05 14:06:11,0.011s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 14:06:11,2019-04-05 14:06:11,0.139s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-05 14:06:11,2019-04-05 14:06:11,0.039s,PASSED
response = sendRequest(request),,,2019-04-05 14:06:11,2019-04-05 14:06:12,0.699s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 14:06:12,2019-04-05 14:06:12,0.026s,FAILED
