Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Get Organization Details,,,2019-04-05 14:10:06,2019-04-05 14:10:14,7.710s,FAILED
,,,,,,
Test Cases/API Test/Get Organization Details/Fail Without Auth,,,2019-04-05 14:10:07,2019-04-05 14:10:13,5.609s,PASSED
"request = findTestObject(""Org Admin/Get Organization Detail By ID"")",,,2019-04-05 14:10:08,2019-04-05 14:10:08,0.071s,PASSED
response = sendRequest(request),,,2019-04-05 14:10:08,2019-04-05 14:10:13,4.478s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 14:10:13,2019-04-05 14:10:13,0.015s,PASSED
,,,,,,
Test Cases/API Test/Get Organization Details/Succeed with Auth,,,2019-04-05 14:10:13,2019-04-05 14:10:14,1.263s,FAILED
"request = findTestObject(""Org Admin/Get Organization Detail By ID"")",,,2019-04-05 14:10:13,2019-04-05 14:10:13,0.018s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 14:10:13,2019-04-05 14:10:13,0.192s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-05 14:10:13,2019-04-05 14:10:13,0.016s,PASSED
response = sendRequest(request),,,2019-04-05 14:10:13,2019-04-05 14:10:14,0.593s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 14:10:14,2019-04-05 14:10:14,0.024s,FAILED
