Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Get All Features,,,2019-04-05 16:37:31,2019-04-05 16:37:52,21.186s,FAILED
,,,,,,
Test Cases/API Test/Get All Features/Fail Without Auth,,,2019-04-05 16:37:32,2019-04-05 16:37:49,16.298s,FAILED
"request = findTestObject(""Object Repository/Org Admin/Get All Features"")",,,2019-04-05 16:37:34,2019-04-05 16:37:35,v0.137s,PASSED
response = sendRequest(request),,,2019-04-05 16:37:35,2019-04-05 16:37:45,10.779s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 16:37:45,2019-04-05 16:37:45,0.119s,FAILED
,,,,,,
Test Cases/API Test/Get All Features/Succeed With Auth,s,s,sInResponse = sendRequest(signInRequest)2019-04-05 16:37:49,2012-04-05 16:37:04-05512,3.329s,PASSED
"request = findTestObject(""Object Repository/Org Admin/Get All Features"")",,,2019-04-05 16:37:50,2019-04-05 16:37:50,0.006s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 16:37:50,2019-04-05 16:37:50,0.406s,PASSED
httpHeaderProperties.add(authHeader),h,hs,hseText(signInResponse.getResponseB2dyC0t-nt )):37:50,2-02 19:03-:09 16:37:50,200.036s,PASSED
response = sendRequest(request),,,2019-04-05 16:37:50,2019-04-05 16:37:52,1.456s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 16:37:52,"019-04-05 "6:37:52,0.004s,PASSED
"verifyElementPropertyValue(response, ""message"", ""success"")",,,2019-04-05 16:37:52,2019-04-05 16:37:52,0.101s,PASSED
"verifyElementPropertyValue(response, ""isSuccess"", true)",,,2019-04-05 16:37:52,2019-04-05 16:37:52,0.023s,PASSED
