Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Sign In,,,2019-04-05 16:36:57,2019-04-05 16:37:21,24.896s,FAILED
,,,,,,
Test Cases/API Test/Sign In/When Successful,,,2019-04-05 16:36:57,2019-04-05 16:37:05,8.436s,PASSED
"sendRequest(findTestObject(""Object Repository/Auth/Sign In""))",,,2019-04-05 16:36:58,2019-04-05 16:37:03,5.432s,PASSED
"response = sendRequestAndVerify(findTestObject(""Object Repository/Auth/Sign In""))",,,2019-04-05 16:37:03,2019-04-05 16:37:05,2.020s,PASSED
"verifyElementPropertyValue(response, ""isSuccess"", true)",,,2019-04-05 16:37:05,2019-04-05 16:37:05,0.209s,PASSED
"verifyElementPropertyValue(response, ""message"", ""Successfully Authenticated !"")",,,2019-04-05 16:37:05,2019-04-05 16:37:05,0.036s,PASSED
,,,,,,
Test Cases/API Test/Sign In/When Unsuccessful/Invalid Password,,,2019-04-05 16:37:06,2019-04-05 16:37:08,2.428s,FAILED
"sendRequest(findTestObject(""Object Repository/Auth/Sign In""))",,,2019-04-05 16:37:06,2019-04-05 16:37:07,0.912s,PASSED
"response = sendRequestAndVerify(findTestObject(""Object Repository/Auth/Sign In""))",,,2019-04-05 16:37:07,2019-04-05 16:37:08,0.767s,PASSED
"verifyElementPropertyValue(response, ""isSuccess"", false)",,,2019-04-05 16:37:08,2019-04-05 16:37:08,0.195s,FAILED
,,,,,,
Test Cases/API Test/Sign In/When Unsuccessful/Invalid Username,,,2019-04-05 16:37:08,2019-04-05 16:37:21,13.352s,FAILED
"sendRequest(findTestObject(""Object Repository/Auth/Sign In""))",,,2019-04-05 16:37:08,2019-04-05 16:37:09,0.817s,PASSED
"response = sendRequestAndVerify(findTestObject(""Object Repository/Auth/Sign In""))",,,2019-04-05 16:37:09,2019-04-05 16:37:10,1.058s,PASSED
"verifyElementPropertyValue(response, ""isSuccess"", false)",,,2019-04-05 16:37:10,2019-04-05 16:37:21,11.001s,FAILED
