Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Get Country States,,,2019-04-05 16:37:36,2019-04-05 16:37:58,21.793s,FAILED
,,,,,,
Test Cases/API Test/Get Country States/Fail Without Auth,,,2019-04-05 16:37:37,2019-04-05 16:37:53,16.382s,FAILED
"response = sendRequest(findTestObject(""Object Repository/Org Admin/Get Country States""))",,,2019-04-05 16:37:39,2019-04-05 16:37:50,10.424s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 16:37:50,2019-04-05 16:37:53,3.354s,FAILED
,,,,,,
Test Cases/API Test/Get Country States/Succeed With Auth,,,2019-04-05 16:37:53,2019-04-05 16:37:57,3.923s,PASSED
"request = findTestObject(""Object Repository/Org Admin/Get Country States"")",,,2019-04-05 16:37:54,2019-04-05 16:37:54,0.079s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 16:37:55,2019-04-05 16:37:55,0.539s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-05 16:37:55,2019-04-05 16:37:55,0.052s,PASSED
response = sendRequest(request),,,2019-04-05 16:37:55,2019-04-05 16:37:57,1.608s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 16:37:57,2019-04-05 16:37:57,0.006s,PASSED
"verifyElementPropertyValue(response, ""message"", ""success"")",,,2019-04-05 16:37:57,2019-04-05 16:37:57,0.281s,PASSED
"verifyElementPropertyValue(response, ""isSuccess"", true)",,,2019-04-05 16:37:57,2019-04-05 16:37:57,0.257s,PASSED
