Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Mail History List,,,2019-04-05 12:50:14,2019-04-05 12:50:29,14.935s,FAILED
,,,,,,
Test Cases/API Test/Mail History List/Fail Without Auth,,,2019-04-05 12:50:15,2019-04-05 12:50:26,10.842s,PASSED
"request = findTestObject(""Object Repository/Mail/Mail History List"")",,,2019-04-05 12:50:18,2019-04-05 12:50:18,0.137s,PASSED
response = sendRequest(request),,,2019-04-05 12:50:18,2019-04-05 12:50:26,8.098s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 12:50:26,2019-04-05 12:50:26,0.116s,PASSED
,,,,,,
Test Cases/API Test/Mail History List/Succeed with Auth,,,2019-04-05 12:50:26,2019-04-05 12:50:29,2.691s,FAILED
"request = findTestObject(""Object Repository/Mail/Mail History List"")",,,2019-04-05 12:50:28,2019-04-05 12:50:28,0.009s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 12:50:28,2019-04-05 12:50:28,0.226s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-05 12:50:28,2019-04-05 12:50:28,0.026s,PASSED
response = sendRequest(request),,,2019-04-05 12:50:28,2019-04-05 12:50:29,0.783s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 12:50:29,2019-04-05 12:50:29,0.036s,FAILED
