Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Get User List,,,2019-04-05 14:10:28,2019-04-05 14:10:35,6.828s,FAILED
,,,,,,
Test Cases/API Test/Get User List/Fail Without Auth,,,2019-04-05 14:10:29,2019-04-05 14:10:34,4.880s,PASSED
"request = findTestObject(""Object Repository/User Admin/Get User List By Organization"")",,,2019-04-05 14:10:30,2019-04-05 14:10:30,0.062s,PASSED
response = sendRequest(request),,,2019-04-05 14:10:30,2019-04-05 14:10:34,4.147s,PASSED
"verifyResponseStatusCode(response, 401)",,,2019-04-05 14:10:34,2019-04-05 14:10:34,0.018s,PASSED
,,,,,,
Test Cases/API Test/Get User List/Succeed With Auth,,,2019-04-05 14:10:34,2019-04-05 14:10:35,1.271s,FAILED
"request = findTestObject(""Object Repository/Org Admin/Add Organization"")",,,2019-04-05 14:10:34,2019-04-05 14:10:34,0.044s,PASSED
"authHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Authorization, com.kms.katalon.core.testobject.ConditionType.EQUALS, (Bearer  + internal.GlobalVariable.Authorization))",,,2019-04-05 14:10:34,2019-04-05 14:10:34,0.176s,PASSED
httpHeaderProperties.add(authHeader),,,2019-04-05 14:10:34,2019-04-05 14:10:34,0.015s,PASSED
response = sendRequest(request),,,2019-04-05 14:10:34,2019-04-05 14:10:35,0.588s,PASSED
println(Authorization),,,2019-04-05 14:10:35,2019-04-05 14:10:35,0.004s,PASSED
"verifyResponseStatusCode(response, 200)",,,2019-04-05 14:10:35,2019-04-05 14:10:35,0.024s,FAILED
